"CustomerID","CLV","MonthlyPremium","LifetimeClaims","Last5YearsClaims","CoverageType","SalesChannel","MonthsSinceLastClaim","MonthsSincePolicyInception","NumberOfComplaints","NumberOfPolicies","PolicyType","VehicleClass","VehicleSize","State","Location","Gender","EducationLevel","EmploymentStatus","MaritalStatus"
"LT24477",17210.990012,218,221.059748,221.059748,"Basic","Agent",35,44,1,7,"Personal Auto L2","SUV","Midsize","PA","Rural","Male","High School or Below","Employed","Married"
"LT32391",23963.96962,124,514.497578,514.497578,"Basic","Agent",0,59,0,2,"Personal Auto L3","Two-Door Car","Midsize","PA","Urban","Female","Master","Retired","Married"
"LT41574",5521.909502,140,672,672,"Basic","Web",7,33,2,1,"Special Auto L2","Four-Door Car","Midsize","MD","Suburban","Female","Bachelor","Employed","Married"
"LT57320",4891.689666,124,31.23307,31.23307,"Basic","Branch",31,35,0,1,"Personal Auto L1","Four-Door Car","Midsize","VA","Rural","Female","Master","Disabled","Married"
"LT57545",11150.396402,146,213.629974,20.526703917113,"Basic","Web",33,76,0,5,"Personal Auto L2","Four-Door Car","Midsize","PA","Rural","Female","College","Medical Leave","Married"
"LT60268",22088.8543,278,956.215694,956.215694,"Extended","Call Center",17,41,0,3,"Personal Auto L3","SUV","Midsize","VA","Urban","Female","College","Employed","Single"
"LT72149",11239.378168,306,2054.000058,2054.000058,"Premium","Web",25,5,0,1,"Personal Auto L2","SUV","Midsize","VA","Suburban","Male","High School or Below","Unemployed","Married"
"LT77960",10633.5132,132,854.485946,854.485946,"Basic","Call Center",5,1,0,5,"Corporate Auto L3","Four-Door Car","Midsize","DE","Suburban","Female","College","Employed","Married"
"LT79371",4765.345712,130,54.06297,54.06297,"Basic","Agent",24,47,0,1,"Personal Auto L1","Four-Door Car","Midsize","DE","Rural","Female","Bachelor","Unemployed","Married"
"LT80200",5387.213962,148,710.4,710.4,"Basic","Branch",22,3,0,1,"Personal Auto L2","Four-Door Car","Small","MD","Suburban","Female","High School or Below","Unemployed","Single"
"LT89398",6840.904414,184,883.2,883.2,"Extended","Web",2,38,0,1,"Personal Auto L2","Four-Door Car","Small","PA","Suburban","Male","High School or Below","Unemployed","Married"
"LT94367",52269.81478,222,1346.525588,1135.29340872703,"Basic","Branch",1,72,0,2,"Personal Auto L2","Sports Car","Small","PA","Suburban","Male","College","Unemployed","Divorced"
"LT98784",10459.973794,138,729.390186,729.390186,"Basic","Agent",21,56,0,5,"Personal Auto L3","Four-Door Car","Midsize","MD","Suburban","Male","Master","Medical Leave","Single"
"LU12532",13006.794098,168,903.340618,903.340618,"Extended","Agent",1,9,0,6,"Personal Auto L3","Two-Door Car","Small","PA","Suburban","Female","High School or Below","Disabled","Married"
"LU17507",78066.16496,360,1728,1519.63032872501,"Basic","Call Center",11,65,0,2,"Personal Auto L2","Luxury SUV","Midsize","PA","Suburban","Female","Bachelor","Unemployed","Married"
"LU18867",13240.888518,172,825.6,825.6,"Extended","Agent",0,25,0,3,"Personal Auto L3","Four-Door Car","Midsize","MD","Suburban","Male","High School or Below","Employed","Single"
"LU30834",28460.6484,238,1518.239998,1294.98702874512,"Basic","Call Center",22,91,2,2,"Personal Auto L3","SUV","Small","MD","Suburban","Female","Bachelor","Employed","Divorced"
"LU36517",22249.20998,224,1612.8,1393.67743943718,"Premium","Agent",25,69,0,2,"Personal Auto L2","Two-Door Car","Small","PA","Suburban","Male","Bachelor","Unemployed","Single"
"LU37653",20229.97242,168,448.530464,448.530464,"Extended","Call Center",16,0,0,2,"Corporate Auto L3","Four-Door Car","Midsize","MD","Urban","Female","College","Employed","Married"
"LU40443",11087.605384,140,387.73074,387.73074,"Basic","Web",7,36,0,8,"Personal Auto L2","Four-Door Car","Midsize","MD","Urban","Male","Master","Employed","Single"
"LU42720",96713.92168,276,2343.075188,2144.12711914853,"Extended","Call Center",0,61,0,2,"Personal Auto L2","SUV","Midsize","VA","Suburban","Male","College","Employed","Divorced"
"LU49168",42567.2724,126,604.8,403.488898397481,"Basic","Branch",24,89,0,2,"Personal Auto L3","Two-Door Car","Large","DE","Suburban","Male","High School or Below","Unemployed","Married"
"LU53495",5777.707324,146,203.506196,101.753098,"Basic","Branch",1,74,1,1,"Personal Auto L2","Four-Door Car","Midsize","PA","Rural","Male","College","Employed","Married"
"LU63980",4439.991828,124,595.2,385.938115176882,"Basic","Web",0,83,0,1,"Personal Auto L1","Two-Door Car","Large","VA","Suburban","Male","College","Unemployed","Married"
"LU65596",7490.749312,188,271.253734,271.253734,"Extended","Branch",0,54,0,1,"Corporate Auto L2","Four-Door Car","Midsize","PA","Rural","Female","College","Employed","Married"
"LU79865",11588.208468,148,710.4,710.4,"Basic","Agent",0,16,1,9,"Personal Auto L1","Four-Door Car","Small","VA","Suburban","Male","Bachelor","Employed","Divorced"
"LU79958",4547.24118,146,1602.044736,1602.044736,"Basic","Web",14,1,4,1,"Personal Auto L1","Four-Door Car","Large","NJ","Suburban","Female","Bachelor","Unemployed","Single"
"LU82585",12732.45155,160,768,551.829723809327,"Extended","Call Center",5,72,0,3,"Personal Auto L2","Two-Door Car","Large","VA","Suburban","Male","High School or Below","Employed","Married"
"LU86185",18062.429718,244,1301.04358,1301.04358,"Extended","Branch",15,47,0,9,"Corporate Auto L2","Sports Car","Midsize","PA","Suburban","Female","Master","Unemployed","Single"
"LU87443",9441.217744,122,585.6,585.6,"Basic","Branch",17,30,0,4,"Personal Auto L2","Four-Door Car","Midsize","MD","Suburban","Female","College","Employed","Single"
"LU89008",11911.089104,166,1256.046988,1030.61837255106,"Extended","Agent",35,87,0,8,"Personal Auto L3","Four-Door Car","Midsize","DE","Suburban","Female","College","Unemployed","Single"
"LU95652",14611.872866,182,28.772314,14.386157,"Extended","Web",21,63,0,3,"Personal Auto L3","Four-Door Car","Midsize","MD","Rural","Male","College","Employed","Married"
"LV14566",14353.182102,366,1756.8,1555.6699961742,"Basic","Branch",1,85,0,1,"Personal Auto L1","Luxury Car","Large","VA","Suburban","Male","Master","Employed","Divorced"
"LV27997",15164.227684,128,536.943604,536.943604,"Basic","Web",23,19,0,2,"Personal Auto L2","Four-Door Car","Midsize","MD","Urban","Male","College","Employed","Married"
"LV34368",9626.568894,138,945.223044,945.223044,"Basic","Agent",30,44,0,3,"Special Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","Bachelor","Unemployed","Single"
"LV44800",6113.981528,152,729.6,729.6,"Extended","Branch",4,24,0,1,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Female","High School or Below","Employed","Married"
"LV51815",5980.66199,148,455.59421,455.59421,"Basic","Branch",14,45,1,1,"Corporate Auto L3","Four-Door Car","Midsize","PA","Urban","Female","High School or Below","Employed","Married"
"LV57595",10363.24179,128,614.4,400.782063361953,"Basic","Agent",5,80,0,6,"Corporate Auto L3","Four-Door Car","Small","PA","Suburban","Female","Master","Employed","Married"
"LV62981",13748.653386,174,1233.49977,1233.49977,"Extended","Branch",15,8,0,9,"Corporate Auto L3","Two-Door Car","Midsize","DE","Suburban","Male","College","Employed","Divorced"
"LV81383",7463.009168,192,921.6,921.6,"Extended","Agent",31,34,0,1,"Personal Auto L2","Four-Door Car","Large","NJ","Suburban","Female","High School or Below","Unemployed","Married"
"LV82913",11431.575326,144,460.48355,266.488744836464,"Basic","Web",3,93,0,5,"Corporate Auto L2","Four-Door Car","Midsize","MD","Urban","Male","College","Employed","Married"
"LV89056",6266.036484,182,1310.4,1310.4,"Extended","Call Center",7,14,1,1,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Female","Bachelor","Unemployed","Single"
"LV94312",9863.00619,124,630.652444,404.505132260371,"Basic","Agent",17,77,0,3,"Corporate Auto L3","Four-Door Car","Midsize","MD","Suburban","Male","College","Employed","Married"
"LW11571",5380.139508,134,643.2,643.2,"Basic","Agent",4,5,0,1,"Personal Auto L1","Four-Door Car","Small","PA","Suburban","Male","Bachelor","Employed","Divorced"
"LW12893",15823.252214,136,652.8,652.8,"Basic","Call Center",10,59,2,2,"Personal Auto L2","Four-Door Car","Small","PA","Suburban","Female","High School or Below","Employed","Divorced"
"LW25030",10093.784884,130,624,392.230180994676,"Basic","Agent",19,72,0,7,"Corporate Auto L3","Four-Door Car","Small","DE","Suburban","Female","Bachelor","Medical Leave","Married"
"LW29130",10545.864016,134,643.2,437.980651283435,"Basic","Branch",5,62,0,6,"Corporate Auto L3","Two-Door Car","Midsize","NJ","Suburban","Female","High School or Below","Employed","Divorced"
"LW43115",5450.712808,138,113.20666,56.60333,"Basic","Web",2,70,1,1,"Personal Auto L2","Four-Door Car","Large","PA","Rural","Female","Master","Employed","Married"
"LW43630",19257.405392,160,701.379118,485.396684478194,"Extended","Branch",28,85,0,2,"Personal Auto L2","Four-Door Car","Midsize","PA","Urban","Female","Bachelor","Employed","Married"
"LW50691",19110.338318,236,117.553016,117.553016,"Premium","Web",2,52,0,8,"Personal Auto L2","Four-Door Car","Midsize","VA","Rural","Female","College","Employed","Divorced"
"LW57693",11203.36126,148,710.4,710.4,"Basic","Call Center",20,27,0,7,"Personal Auto L3","Four-Door Car","Midsize","MD","Suburban","Female","College","Disabled","Married"
"LW59140",18554.945802,230,442.095168,442.095168,"Premium","Branch",4,48,1,7,"Personal Auto L1","Four-Door Car","Large","DE","Rural","Male","Bachelor","Employed","Married"
"LW64678",102032.13408,280,844.988584,632.703158602086,"Premium","Agent",3,76,0,2,"Personal Auto L3","SUV","Small","PA","Urban","Female","Master","Employed","Married"
"LW75453",10709.224866,136,668.030338,668.030338,"Basic","Call Center",0,31,0,9,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","Bachelor","Employed","Married"
"LW77178",30856.02088,196,940.8,721.434471336103,"Extended","Branch",16,82,0,2,"Corporate Auto L3","Two-Door Car","Small","MD","Suburban","Female","Bachelor","Employed","Married"
"LW80918",17307.124054,144,179.842562,89.921281,"Basic","Agent",25,92,0,2,"Personal Auto L3","Two-Door Car","Midsize","MD","Rural","Male","Doctor","Employed","Married"
"LW91009",9985.841774,136,652.8,652.8,"Basic","Agent",34,54,1,3,"Personal Auto L3","Four-Door Car","Midsize","NJ","Suburban","Male","College","Disabled","Divorced"
"LW93867",9625.050442,126,205.759538,205.759538,"Basic","Web",0,40,0,4,"Corporate Auto L1","Four-Door Car","Midsize","MD","Rural","Male","College","Medical Leave","Married"
"LX11170",9725.817958,122,304.99399,94.0280556008,"Basic","Agent",22,93,0,3,"Personal Auto L3","Four-Door Car","Midsize","MD","Rural","Female","High School or Below","Employed","Married"
"LX15904",5510.442822,140,811.766692,811.766692,"Basic","Agent",24,56,1,1,"Special Auto L2","Four-Door Car","Midsize","NJ","Suburban","Female","High School or Below","Employed","Married"
"LX23185",5287.43148,164,787.2,787.2,"Extended","Branch",14,56,3,1,"Personal Auto L3","Two-Door Car","Midsize","MD","Suburban","Female","College","Unemployed","Single"
"LX24476",7238.121972,196,621.68417,621.68417,"Extended","Web",27,47,0,1,"Personal Auto L3","Four-Door Car","Midsize","MD","Urban","Female","Bachelor","Unemployed","Married"
"LX27768",8405.327398,210,1264.488126,1052.90483656246,"Basic","Branch",12,75,1,1,"Personal Auto L2","SUV","Small","MD","Suburban","Female","Bachelor","Employed","Married"
"LX30483",6743.05695,204,979.2,979.2,"Basic","Agent",2,36,3,1,"Personal Auto L2","SUV","Midsize","PA","Suburban","Female","College","Unemployed","Single"
"LX33054",13517.614376,382,4085.138178,4085.138178,"Basic","Web",22,38,0,1,"Personal Auto L2","Luxury Car","Midsize","MD","Suburban","Male","High School or Below","Unemployed","Single"
"LX42787",4619.192798,138,993.6,993.6,"Basic","Branch",6,12,0,1,"Personal Auto L2","Four-Door Car","Large","PA","Suburban","Male","College","Retired","Single"
"LX46285",18062.429718,244,1301.04358,1301.04358,"Extended","Branch",15,47,0,9,"Personal Auto L2","Sports Car","Midsize","MD","Suburban","Female","Master","Unemployed","Single"
"LX67597",11430.625982,144,511.130698,299.514476162365,"Basic","Agent",29,86,0,4,"Personal Auto L1","Four-Door Car","Small","VA","Urban","Male","Bachelor","Employed","Single"
"LX71137",7388.29752,184,883.2,883.2,"Extended","Branch",12,57,0,1,"Personal Auto L3","Four-Door Car","Midsize","DE","Suburban","Female","Bachelor","Employed","Divorced"
"LX72964",22521.80728,190,552.935622,552.935622,"Extended","Branch",2,17,0,2,"Personal Auto L3","Four-Door Car","Large","DE","Urban","Female","High School or Below","Employed","Single"
"LX74249",5877.629962,144,432.02182,212.058109509897,"Basic","Call Center",28,61,0,1,"Personal Auto L3","Two-Door Car","Midsize","MD","Urban","Female","Bachelor","Employed","Married"
"LX77880",9711.547228,122,585.6,585.6,"Basic","Agent",15,10,0,3,"Personal Auto L1","Four-Door Car","Small","MD","Suburban","Female","Bachelor","Employed","Married"
"LX95134",7349.13652,180,1025.633014,1025.633014,"Extended","Call Center",25,60,0,1,"Corporate Auto L3","Four-Door Car","Midsize","PA","Suburban","Female","College","Employed","Married"
"LX97765",8695.183898,218,688.588328,688.588328,"Premium","Branch",1,29,0,1,"Personal Auto L3","Two-Door Car","Large","DE","Urban","Female","College","Employed","Divorced"
"LX99948",9058.125224,224,1058.294966,1058.294966,"Basic","Branch",28,48,0,1,"Personal Auto L2","SUV","Small","NJ","Urban","Female","Master","Employed","Married"
"LY14355",5871.976692,146,700.8,700.8,"Basic","Web",34,51,1,1,"Personal Auto L2","Two-Door Car","Small","NJ","Suburban","Female","High School or Below","Employed","Married"
"LY14687",9184.300748,228,368.445536,136.842210551754,"Basic","Agent",15,89,0,1,"Personal Auto L2","SUV","Midsize","NJ","Rural","Female","College","Employed","Married"
"LY17372",10224.613168,274,1482.600064,1482.600064,"Extended","Branch",16,55,4,1,"Personal Auto L3","SUV","Small","DE","Suburban","Male","College","Employed","Divorced"
"LY17996",12380.633678,158,1192.4952,973.789573065737,"Extended","Branch",13,63,0,8,"Personal Auto L3","Two-Door Car","Large","PA","Suburban","Male","High School or Below","Medical Leave","Married"
"LY19199",9631.065678,124,166.781412,166.781412,"Basic","Branch",26,33,1,3,"Corporate Auto L3","Two-Door Car","Midsize","MD","Rural","Male","Bachelor","Employed","Divorced"
"LY30169",6720.539282,168,131.606656,131.606656,"Extended","Agent",23,39,1,1,"Corporate Auto L3","Four-Door Car","Midsize","PA","Rural","Male","High School or Below","Employed","Married"
"LY46898",11116.609014,140,672,448.621816348653,"Basic","Branch",0,92,0,3,"Corporate Auto L1","Four-Door Car","Midsize","PA","Suburban","Male","High School or Below","Employed","Married"
"LY69932",16419.19964,206,988.8,988.8,"Basic","Web",3,26,0,3,"Personal Auto L3","Sports Car","Small","MD","Suburban","Male","High School or Below","Employed","Married"
"LY73893",11127.543854,142,681.6,681.6,"Basic","Agent",26,41,0,7,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","College","Employed","Divorced"
"LY83340",15703.165878,130,210.137576,210.137576,"Basic","Web",17,50,0,2,"Corporate Auto L3","Two-Door Car","Midsize","MD","Rural","Female","High School or Below","Employed","Married"
"LY90785",11586.315456,144,950.847696,736.771530055267,"Basic","Agent",19,82,0,3,"Corporate Auto L3","Two-Door Car","Small","MD","Suburban","Male","Bachelor","Employed","Married"
"LY93301",24991.47942,122,585.6,382.194190914558,"Basic","Agent",32,85,0,2,"Corporate Auto L3","Two-Door Car","Midsize","MD","Suburban","Male","Bachelor","Unemployed","Single"
"LY97989",5788.487738,170,816,816,"Extended","Agent",3,53,0,1,"Personal Auto L3","Four-Door Car","Midsize","MD","Suburban","Female","Bachelor","Unemployed","Single"
"LZ10377",13604.13426,174,835.2,835.2,"Extended","Agent",0,31,1,6,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","High School or Below","Employed","Married"
"LZ12396",9590.77459,122,426.076026,225.041830128431,"Basic","Branch",6,77,1,6,"Personal Auto L1","Four-Door Car","Midsize","DE","Urban","Female","Bachelor","Employed","Married"
"LZ19268",23277.79894,204,979.2,761.652921678556,"Basic","Branch",10,77,0,2,"Personal Auto L3","Sports Car","Large","PA","Suburban","Female","College","Medical Leave","Married"
"LZ26801",16323.153752,204,409.48102,205.404598816846,"Basic","Call Center",2,71,1,6,"Personal Auto L1","SUV","Midsize","PA","Rural","Female","High School or Below","Employed","Married"
"LZ31103",4944.938418,124,417.196492,215.512044220089,"Basic","Agent",26,81,0,1,"Personal Auto L2","Four-Door Car","Midsize","MD","Urban","Female","College","Employed","Married"
"LZ34046",47189.3604,132,172.923164,172.923164,"Basic","Agent",25,3,0,2,"Personal Auto L1","Four-Door Car","Midsize","MD","Rural","Male","Bachelor","Employed","Married"
"LZ34164",9785.234256,122,668.014956,668.014956,"Basic","Call Center",23,31,0,3,"Personal Auto L3","Four-Door Car","Midsize","VA","Suburban","Female","Bachelor","Employed","Married"
"LZ35469",5164.81705,128,402.91001,185.667940021396,"Basic","Agent",2,68,0,1,"Personal Auto L2","Four-Door Car","Midsize","PA","Urban","Female","Bachelor","Employed","Married"
"LZ39487",10245.437854,128,908.377606,908.377606,"Basic","Branch",2,56,0,3,"Personal Auto L2","Four-Door Car","Small","NJ","Suburban","Female","High School or Below","Employed","Married"
"LZ52266",7463.009168,192,921.6,921.6,"Extended","Agent",31,34,0,1,"Personal Auto L1","Four-Door Car","Large","PA","Suburban","Female","High School or Below","Unemployed","Married"
"LZ56963",17193.135256,224,1075.2,1075.2,"Basic","Call Center",8,22,1,4,"Corporate Auto L2","SUV","Small","PA","Suburban","Female","College","Employed","Single"
"LZ57827",27862.70134,236,704.623486,496.331242767965,"Basic","Branch",11,62,0,2,"Personal Auto L2","SUV","Midsize","PA","Urban","Male","Bachelor","Employed","Married"
"LZ68649",29895.8346,200,960,960,"Basic","Call Center",34,31,0,2,"Personal Auto L3","SUV","Midsize","NJ","Suburban","Male","Bachelor","Employed","Single"
"LZ78622",13059.822992,166,796.8,796.8,"Extended","Call Center",10,12,1,8,"Special Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","High School or Below","Employed","Married"
"LZ81665",19310.88591,200,1440,1440,"Basic","Call Center",30,4,2,2,"Personal Auto L2","SUV","Midsize","NJ","Suburban","Male","High School or Below","Unemployed","Single"
"LZ84227",28240.07124,238,297.9651,297.9651,"Premium","Agent",0,52,2,2,"Personal Auto L3","Four-Door Car","Midsize","DE","Rural","Male","College","Employed","Married"
"LZ89104",14286.071746,180,1055.078156,848.687963056377,"Extended","Agent",9,81,0,3,"Personal Auto L3","Four-Door Car","Large","MD","Suburban","Male","High School or Below","Employed","Married"
"LZ89773",4653.729666,124,1249.422896,1028.10701432061,"Basic","Agent",26,98,0,1,"Personal Auto L3","Four-Door Car","Small","PA","Suburban","Male","Doctor","Unemployed","Married"
"LZ98529",20765.00736,204,1121.83248,1121.83248,"Basic","Agent",2,56,2,2,"Personal Auto L2","SUV","Midsize","DE","Suburban","Male","High School or Below","Retired","Divorced"
"LZ98947",48477.32142,218,1569.6,1569.6,"Basic","Branch",19,49,2,2,"Personal Auto L1","SUV","Midsize","VA","Suburban","Female","Bachelor","Unemployed","Single"
"MA15172",20359.43408,542,2601.6,2601.6,"Premium","Agent",20,40,0,1,"Personal Auto L2","Luxury SUV","Midsize","PA","Suburban","Female","Bachelor","Retired","Married"
"MA37431",16046.150496,202,969.6,969.6,"Premium","Call Center",18,55,0,3,"Corporate Auto L2","Two-Door Car","Small","PA","Suburban","Female","College","Employed","Married"
"MA43940",18686.397576,234,1123.2,902.812240093125,"Basic","Branch",23,77,0,3,"Special Auto L3","Sports Car","Midsize","MD","Suburban","Male","High School or Below","Employed","Married"
"MA45099",12957.602384,166,316.725944,94.7937008999383,"Extended","Agent",18,86,1,4,"Corporate Auto L1","Four-Door Car","Midsize","MD","Rural","Male","Bachelor","Employed","Married"
"MA47641",20817.9373,202,1047.631678,1047.631678,"Basic","Branch",3,43,1,2,"Personal Auto L3","SUV","Midsize","MD","Suburban","Male","High School or Below","Retired","Divorced"
"MA60552",8030.801736,204,979.2,764.100378799569,"Basic","Agent",8,61,0,1,"Personal Auto L2","SUV","Small","PA","Suburban","Male","Bachelor","Employed","Married"
"MA68039",7270.056624,192,921.6,921.6,"Extended","Call Center",12,52,3,1,"Personal Auto L3","Two-Door Car","Midsize","PA","Suburban","Male","High School or Below","Employed","Married"
"MA80983",13322.363106,332,389.479554,164.544786622472,"Premium","Branch",19,63,0,1,"Personal Auto L2","SUV","Large","MD","Rural","Male","College","Employed","Married"
"MA83261",5570.836214,142,316.000664,102.679650419121,"Basic","Call Center",20,61,0,1,"Corporate Auto L3","Two-Door Car","Midsize","DE","Rural","Male","High School or Below","Employed","Divorced"
"MA94219",18135.316876,228,1094.4,878.155383152426,"Premium","Branch",7,66,0,6,"Personal Auto L3","Four-Door Car","Midsize","VA","Suburban","Male","College","Employed","Married"
"MB12747",19577.426216,166,75.399316,75.399316,"Extended","Branch",19,30,0,2,"Personal Auto L3","Four-Door Car","Midsize","VA","Rural","Male","Bachelor","Employed","Married"
"MB15338",22944.47402,146,50.667188,50.667188,"Basic","Web",13,14,0,2,"Personal Auto L2","Two-Door Car","Midsize","PA","Rural","Male","College","Employed","Single"
"MB19556",10134.416676,254,1328.561728,1102.98200920482,"Extended","Agent",2,80,0,1,"Personal Auto L2","SUV","Midsize","PA","Suburban","Female","College","Employed","Married"
"MB20764",35244.2664,504,3628.8,3628.8,"Premium","Branch",31,10,0,3,"Corporate Auto L2","Luxury SUV","Midsize","MD","Suburban","Male","High School or Below","Unemployed","Single"
"MB32944",5271.011562,132,633.6,633.6,"Basic","Branch",11,4,0,1,"Personal Auto L1","Four-Door Car","Midsize","VA","Suburban","Male","Master","Employed","Divorced"
"MB51200",38138.99908,204,1468.8,1255.87887738124,"Premium","Branch",29,72,2,2,"Personal Auto L3","Four-Door Car","Midsize","NJ","Suburban","Male","College","Unemployed","Single"
"MB54287",5390.704888,146,1561.14726,1561.14726,"Basic","Branch",23,59,0,1,"Personal Auto L3","Four-Door Car","Small","MD","Suburban","Female","Bachelor","Unemployed","Single"
"MB60322",10664.925388,132,619.155892,619.155892,"Basic","Branch",32,30,0,7,"Special Auto L2","Four-Door Car","Midsize","DE","Urban","Female","Doctor","Employed","Married"
"MB63131",9305.773406,128,614.4,614.4,"Basic","Call Center",5,18,1,6,"Corporate Auto L2","Four-Door Car","Midsize","MD","Suburban","Female","Bachelor","Unemployed","Married"
"MB69465",12765.166904,174,835.2,605.685246643416,"Extended","Web",14,67,0,3,"Personal Auto L3","Four-Door Car","Midsize","DE","Suburban","Male","High School or Below","Unemployed","Married"
"MB69535",19315.158996,262,1257.6,1056.97293332448,"Extended","Agent",34,61,0,9,"Corporate Auto L1","SUV","Midsize","NJ","Suburban","Male","High School or Below","Unemployed","Married"
"MB75636",4879.861962,122,342.496392,342.496392,"Basic","Agent",13,60,0,1,"Personal Auto L2","Four-Door Car","Midsize","MD","Urban","Female","College","Employed","Married"
"MB83471",15630.93764,224,1148.204758,1148.204758,"Premium","Agent",27,46,0,4,"Personal Auto L3","Four-Door Car","Small","MD","Suburban","Male","High School or Below","Unemployed","Divorced"
"MB83663",19194.949554,162,1122.829588,1122.829588,"Extended","Call Center",7,35,0,2,"Personal Auto L3","Two-Door Car","Small","MD","Suburban","Female","Bachelor","Employed","Divorced"
"MB90871",11694.830474,154,26.328194,13.164097,"Extended","Web",17,88,0,8,"Special Auto L1","Four-Door Car","Midsize","MD","Rural","Female","College","Medical Leave","Married"
"MB91424",14850.538488,126,604.8,604.8,"Basic","Branch",14,60,0,2,"Corporate Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","College","Employed","Married"
"MB98372",5542.090062,142,37.83787,37.83787,"Basic","Agent",3,32,0,1,"Corporate Auto L3","Two-Door Car","Midsize","MD","Rural","Female","College","Employed","Single"
"MC11907",9662.843374,128,614.4,614.4,"Basic","Agent",4,0,1,6,"Corporate Auto L3","Four-Door Car","Midsize","PA","Suburban","Female","High School or Below","Medical Leave","Married"
"MC20349",10416.7077,148,1065.6,1065.6,"Basic","Branch",35,2,0,3,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Female","Bachelor","Unemployed","Single"
"MC22692",14071.948706,174,468.11597,468.11597,"Extended","Branch",14,12,0,9,"Personal Auto L2","Two-Door Car","Small","NJ","Urban","Female","High School or Below","Employed","Married"
"MC30750",27472.265,362,2522.639738,2301.36314807877,"Premium","Web",22,79,0,8,"Personal Auto L2","SUV","Midsize","MD","Suburban","Female","Master","Disabled","Divorced"
"MC36247",32946.3381,212,1017.6,1017.6,"Basic","Agent",11,54,0,2,"Personal Auto L2","SUV","Midsize","MD","Suburban","Male","Bachelor","Retired","Married"
"MC38650",7926.789702,198,343.660098,343.660098,"Extended","Call Center",7,4,0,1,"Personal Auto L3","Two-Door Car","Midsize","VA","Rural","Male","High School or Below","Employed","Married"
"MC48570",4940.882536,124,393.75895,182.147215225824,"Basic","Web",13,74,0,1,"Personal Auto L2","Two-Door Car","Midsize","DE","Urban","Female","Doctor","Disabled","Married"
"MC53402",4431.825896,132,779.889988,779.889988,"Basic","Branch",31,14,0,1,"Personal Auto L2","Two-Door Car","Midsize","NJ","Suburban","Male","College","Unemployed","Single"
"MC55901",10467.898038,130,386.486168,386.486168,"Basic","Agent",19,7,0,9,"Personal Auto L1","Four-Door Car","Midsize","PA","Urban","Female","High School or Below","Employed","Married"
"MC62068",14577.769698,182,792.591228,792.591228,"Extended","Agent",19,30,0,3,"Personal Auto L2","Four-Door Car","Large","PA","Urban","Male","High School or Below","Employed","Married"
"MC69755",11356.100334,152,729.6,729.6,"Extended","Agent",8,44,0,3,"Personal Auto L3","Four-Door Car","Small","NJ","Suburban","Female","Bachelor","Unemployed","Married"
"MC71942",15838.394096,198,45.638176,22.819088,"Extended","Agent",8,89,1,3,"Personal Auto L3","Two-Door Car","Midsize","PA","Rural","Female","High School or Below","Employed","Married"
"MC73302",11022.066588,138,526.908074,526.908074,"Basic","Agent",21,1,0,8,"Personal Auto L1","Four-Door Car","Midsize","MD","Urban","Female","Bachelor","Employed","Married"
"MC83487",8553.830656,136,1294.909166,1294.909166,"Basic","Agent",19,53,3,3,"Corporate Auto L3","Four-Door Car","Midsize","DE","Suburban","Male","Bachelor","Disabled","Single"
"MC85738",29270.90316,278,1334.4,1334.4,"Extended","Call Center",5,56,0,2,"Personal Auto L3","SUV","Midsize","PA","Suburban","Female","Bachelor","Unemployed","Divorced"
"MD14027",15308.454134,148,710.4,498.779586756963,"Basic","Agent",16,89,1,2,"Personal Auto L1","Two-Door Car","Midsize","VA","Suburban","Female","Bachelor","Unemployed","Single"
"MD15300",20221.53994,172,186.619622,186.619622,"Extended","Web",24,19,0,2,"Corporate Auto L3","Two-Door Car","Large","PA","Rural","Male","College","Employed","Single"
"MD17521",20596.77172,258,718.968684,501.76957059008,"Extended","Web",1,78,0,4,"Personal Auto L3","SUV","Midsize","MD","Urban","Male","High School or Below","Employed","Married"
"MD32702",7146.583738,218,1046.4,1046.4,"Basic","Call Center",25,21,1,1,"Personal Auto L3","SUV","Midsize","PA","Suburban","Female","Bachelor","Unemployed","Single"
"MD33155",5161.699798,132,633.6,633.6,"Basic","Web",13,59,0,1,"Corporate Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","College","Employed","Married"
"MD40054",12738.52471,166,796.8,569.992807655031,"Extended","Branch",30,72,0,7,"Personal Auto L2","Two-Door Car","Small","MD","Suburban","Male","High School or Below","Employed","Single"
"MD41042",11793.073062,148,705.481892,705.481892,"Basic","Web",17,48,0,6,"Personal Auto L3","Two-Door Car","Midsize","DE","Urban","Female","College","Employed","Married"
"MD43085",7950.643032,202,807.875344,807.875344,"Premium","Call Center",25,27,4,1,"Personal Auto L3","Four-Door Car","Midsize","MD","Urban","Female","Doctor","Employed","Married"
