"Brand","RichFullTaste","GoodTaste","NoAftertaste","Refreshing","Light","Prestigious","Masculine","BrewingTradition","ForYoungAdults","GivesBuzz","DrinkOut","DrinkAtBar","DrinkWithFriends","HomeAfterWork","ToServeGuests","LowerPrice","GoodValue"
"Miller Lite",3,3,3,3,3,3,3,3,2,4,4,3,3,3,3,2,1
"Miller Lite",3,3,3,2,3,3,3,2,2,3,3,3,2,3,2,2,3
"Miller Lite",4,3,3,3,2,2,3,2,3,3,3,2,4,3,3,2,2
"Miller Lite",3,3,3,3,3,3,3,2,1,3,3,3,4,3,3,2,2
"Miller Lite",3,3,3,3,2,3,3,2,3,3,4,2,4,3,3,2,1
"Miller Lite",4,4,2,3,1,3,3,3,2,2,3,3,4,3,3,2,1
"Miller Lite",4,3,3,3,2,3,4,2,1,2,3,2,4,3,3,2,2
"Miller Lite",4,3,1,3,2,4,5,2,1,4,2,2,5,3,2,2,2
"Miller Lite",4,3,2,4,2,3,3,2,2,3,4,3,4,3,2,2,3
"Miller Lite",4,4,3,3,2,3,3,2,3,2,3,3,3,4,3,3,2
"Miller Lite",5,2,3,3,1,3,3,2,2,2,3,4,3,4,3,2,1
"Miller Lite",2,3,3,3,1,3,3,2,2,4,3,5,3,2,3,3,2
"Miller Lite",4,3,3,3,2,3,2,2,2,3,4,3,3,3,3,2,3
"Miller Lite",4,3,2,3,2,3,4,3,2,3,3,3,3,3,3,2,2
"Miller Lite",3,3,3,3,1,3,3,3,2,3,4,4,2,4,3,3,2
"Miller Lite",4,3,3,3,2,2,3,3,2,3,4,3,3,2,2,3,2
"Miller Lite",5,4,4,3,2,2,4,4,2,2,4,3,4,3,3,3,3
"Miller Lite",4,4,4,2,2,3,4,3,3,2,3,3,4,3,3,2,2
"Michelob Ultra",4,3,4,2,3,3,3,3,2,3,2,4,3,4,3,2,2
"Michelob Ultra",4,4,3,4,3,3,3,4,2,2,3,3,4,3,4,1,3
"Michelob Ultra",3,3,2,4,2,3,4,3,4,4,4,3,4,4,4,2,3
"Michelob Ultra",3,4,3,3,2,3,3,4,2,3,3,3,3,5,4,2,2
"Michelob Ultra",4,3,3,3,2,3,4,4,2,2,3,2,4,4,4,2,3
"Michelob Ultra",3,4,3,3,2,3,5,3,3,2,4,3,3,3,3,1,3
"Michelob Ultra",5,3,2,3,2,4,4,3,3,2,3,4,4,4,3,1,2
"Michelob Ultra",4,3,3,3,2,3,3,3,2,3,3,3,3,4,4,1,2
"Michelob Ultra",4,4,3,4,3,3,2,3,3,2,3,3,3,3,4,3,3
"Michelob Ultra",4,3,2,4,3,3,2,3,2,3,3,4,4,3,3,2,3
"Michelob Ultra",3,4,2,4,2,4,2,4,2,3,4,4,3,4,3,1,3
"Michelob Ultra",2,4,2,4,2,4,3,4,3,3,3,4,4,3,3,1,3
"Michelob Ultra",3,3,3,3,2,3,2,4,3,2,4,3,4,4,4,1,2
"Michelob Ultra",3,3,3,3,2,2,2,4,2,3,3,4,3,3,3,2,3
"Michelob Ultra",3,3,3,2,2,3,2,4,2,3,4,3,4,4,3,2,2
"Michelob Ultra",3,3,2,3,2,3,3,3,3,2,4,4,3,3,4,3,2
"Michelob Ultra",4,4,4,3,3,3,3,4,3,2,4,3,4,3,4,2,2
"Michelob Ultra",4,3,3,4,2,3,3,4,3,3,3,3,4,3,3,2,3
"Michelob Ultra",3,3,2,3,2,3,3,3,2,2,4,2,4,4,4,3,3
"Michelob Ultra",3,3,3,3,2,2,3,4,3,3,3,4,3,3,4,2,2
"Michelob Ultra",3,4,3,4,1,3,2,4,3,3,3,4,3,4,3,2,2
"Michelob Ultra",4,4,2,4,2,3,3,3,2,3,3,3,3,4,3,2,3
"Michelob Ultra",4,4,3,4,2,3,3,4,2,2,3,4,2,4,4,1,3
"Michelob Ultra",4,3,3,4,2,3,4,4,2,2,2,3,5,4,3,1,3
"Michelob Ultra",3,3,3,4,3,2,3,4,3,4,3,3,4,4,5,2,2
"Michelob Ultra",3,3,2,3,2,3,4,3,4,3,3,5,3,4,4,2,3
"Michelob Ultra",4,4,3,4,3,3,3,4,3,4,3,4,3,3,4,1,3
"Michelob Ultra",4,3,2,3,2,3,5,4,3,3,3,3,3,4,4,2,4
"Michelob Ultra",4,3,3,3,2,3,4,4,2,3,3,3,3,3,4,1,3
"Michelob Ultra",3,4,3,3,3,3,3,3,2,1,2,4,4,3,3,3,2
"Michelob Ultra",4,5,2,3,2,3,3,3,3,4,4,4,4,4,4,2,4
"Michelob Ultra",3,4,3,2,2,3,3,3,2,3,3,3,3,3,3,2,3
"Michelob Ultra",4,3,3,3,3,4,4,4,3,3,1,3,3,5,4,2,3
"Michelob Ultra",3,4,3,3,3,2,3,3,2,3,3,3,4,4,4,1,3
"Michelob Ultra",3,5,3,4,2,5,3,3,3,2,2,2,4,3,5,2,3
"Michelob Ultra",3,3,3,3,1,2,2,3,2,3,4,3,4,4,3,2,3
"Michelob Ultra",3,3,3,4,3,3,3,3,2,3,3,3,3,3,4,2,3
"Michelob Ultra",4,3,2,3,2,3,2,4,2,3,3,3,3,4,3,2,3
"Michelob Ultra",4,4,2,4,3,2,3,2,1,3,3,3,4,3,3,2,3
"Michelob Ultra",4,4,3,4,2,3,2,3,2,3,4,4,4,4,3,2,3
"Michelob Ultra",4,3,3,3,2,2,3,3,3,3,3,3,4,4,3,2,3
"Michelob Ultra",3,3,2,4,2,4,3,5,2,3,3,3,4,3,3,2,2
"Michelob Ultra",4,4,3,2,2,3,2,4,2,3,4,4,3,3,5,3,3
"Michelob Ultra",3,3,2,4,2,4,3,3,2,3,3,3,3,3,3,2,2
"Michelob Ultra",4,3,3,4,2,3,3,3,3,3,3,4,4,5,3,2,2
"Michelob Ultra",3,4,3,4,3,4,4,4,2,3,3,4,3,4,4,1,2
"Michelob Ultra",3,4,3,4,2,3,3,3,2,3,4,3,3,3,3,2,2
"Michelob Ultra",4,3,3,2,2,3,3,4,2,3,3,4,3,2,3,3,3
"Michelob Ultra",4,4,2,4,3,4,4,3,2,3,3,3,3,2,3,1,3
"Michelob Ultra",3,4,2,3,3,2,3,4,3,3,4,4,2,4,4,2,3
"Michelob Ultra",4,3,3,3,2,3,2,4,2,3,4,3,4,2,3,1,2
"Michelob Ultra",4,4,2,4,2,4,3,3,3,3,4,3,3,3,4,1,3
"Michelob Ultra",2,3,2,3,4,4,2,3,2,3,4,3,4,3,5,1,2
"Michelob Ultra",4,4,3,4,1,3,3,3,1,3,2,3,4,4,4,2,3
"Michelob Ultra",4,3,3,4,3,2,4,4,2,3,3,3,3,4,2,2,3
"Michelob Ultra",3,3,3,4,3,3,2,3,3,3,3,4,3,3,4,2,2
"Michelob Ultra",3,4,3,3,1,3,3,3,2,4,3,3,3,3,4,2,3
"Michelob Ultra",4,3,3,3,2,3,3,2,1,4,3,4,4,4,2,2,2
"Michelob Ultra",3,3,2,4,3,2,3,3,2,3,2,4,3,3,3,2,2
"Michelob Ultra",4,4,3,3,3,4,2,4,3,3,3,4,4,3,3,2,3
"Michelob Ultra",3,4,3,3,3,2,4,2,3,3,3,3,4,4,4,2,2
"Michelob Ultra",4,4,3,3,3,5,2,4,2,3,3,4,4,5,3,3,3
"Michelob Ultra",4,4,3,4,2,3,3,3,2,3,3,3,3,3,3,2,3
"Michelob Ultra",4,3,3,3,2,3,3,4,3,3,4,4,3,3,3,2,2
"Michelob Ultra",4,4,3,5,2,3,4,4,2,3,3,3,3,3,3,2,3
"Michelob Ultra",4,4,3,2,3,2,2,4,2,2,3,3,3,3,5,2,2
"Michelob Ultra",4,3,2,4,3,3,3,3,3,2,2,3,4,4,4,2,3
"Michelob Ultra",3,4,2,2,3,3,3,4,3,3,3,4,4,3,4,1,2
"Michelob Ultra",4,3,3,3,2,3,4,4,2,3,3,4,3,3,3,3,2
"Michelob Ultra",4,3,2,3,2,3,3,2,2,3,3,3,3,4,3,2,3
"Michelob Ultra",3,4,3,3,2,3,3,4,3,3,3,4,3,3,3,3,2
"Michelob Ultra",3,4,2,3,3,3,2,3,3,3,3,4,3,3,3,2,2
"Michelob Ultra",4,3,2,3,3,3,3,4,2,3,3,3,4,4,3,1,3
"Michelob Ultra",3,4,3,4,3,3,3,4,2,3,3,3,3,3,4,2,3
"Michelob Ultra",4,4,3,3,2,3,3,4,2,2,3,3,3,4,4,2,3
"Michelob Ultra",4,3,3,3,2,2,4,3,2,3,4,4,3,4,3,1,3
"Michelob Ultra",3,4,3,4,3,2,3,4,1,3,4,3,4,3,3,3,2
"Michelob Ultra",4,4,2,3,3,4,3,4,1,3,3,3,4,4,3,1,3
"Michelob Ultra",4,3,1,4,3,3,3,4,2,2,3,3,2,3,3,2,2
"Michelob Ultra",3,3,2,4,2,3,2,3,2,3,3,3,3,3,2,2,2
"Michelob Ultra",5,3,2,3,3,2,3,4,2,3,4,5,4,5,3,1,2
"Michelob Ultra",4,4,3,3,2,3,4,3,3,3,2,4,3,3,2,2,3
"Michelob Ultra",4,4,3,3,2,4,3,3,2,4,3,3,3,4,5,2,3
"Michelob Ultra",3,4,2,4,3,3,3,4,2,2,3,3,4,3,3,2,3
"Michelob Ultra",3,3,3,4,3,3,3,4,3,3,4,3,3,4,4,1,3
"Michelob Ultra",3,4,3,3,3,2,3,3,2,3,4,3,4,3,4,1,2
"Michelob Ultra",3,4,3,4,2,3,4,3,2,3,3,4,3,2,4,2,3
"Michelob Ultra",3,4,2,4,2,4,2,3,3,2,2,3,4,3,3,2,2
"Michelob Ultra",4,4,3,4,3,4,3,3,2,3,3,4,5,3,4,2,3
"Michelob Ultra",2,3,3,3,2,4,3,3,3,2,3,3,4,3,4,1,3
"Michelob Ultra",3,4,3,3,2,4,2,3,1,3,3,4,3,3,3,1,2
"Michelob Ultra",4,4,2,3,2,4,3,2,2,3,3,4,3,4,3,2,3
"Michelob Ultra",3,3,2,3,2,3,3,4,2,3,3,3,3,3,5,1,3
"Michelob Ultra",4,3,2,3,3,3,4,3,3,3,2,4,3,4,4,2,2
"Michelob Ultra",3,4,3,3,2,3,3,4,2,3,2,3,3,3,3,2,3
"Michelob Ultra",3,5,4,4,1,3,4,3,2,2,4,3,4,3,3,1,3
"Michelob Ultra",4,3,3,4,2,3,3,4,2,3,2,4,2,3,4,2,3
"Michelob Ultra",2,3,2,4,2,3,4,4,1,3,3,4,4,3,4,2,3
"Michelob Ultra",3,3,3,3,2,3,2,3,2,4,4,3,3,3,4,2,3
"Michelob Ultra",4,3,3,3,3,4,3,3,3,3,3,4,3,3,4,2,3
"Michelob Ultra",3,3,3,3,3,3,4,3,1,3,4,3,3,4,3,2,2
"Michelob Ultra",4,3,2,3,1,3,3,4,2,2,3,4,4,4,3,2,2
"Michelob Ultra",4,4,3,4,1,4,3,4,3,3,2,4,3,5,3,2,3
"Michelob Ultra",5,3,3,4,2,3,2,3,3,2,3,4,3,3,4,2,3
"Michelob Ultra",4,3,3,3,3,3,3,3,2,3,2,4,3,4,2,2,3
"Michelob Ultra",3,4,3,2,3,2,2,3,3,3,4,4,2,5,3,2,3
"Michelob Ultra",3,4,2,4,2,3,2,3,2,2,3,4,4,3,3,1,2
"Michelob Ultra",3,4,4,2,2,4,3,4,3,3,3,5,5,3,4,2,3
"Michelob Ultra",3,4,3,3,2,2,4,4,2,3,3,5,4,4,3,2,2
"Michelob Ultra",4,4,2,4,2,2,3,3,2,3,3,3,3,4,4,2,3
"Michelob Ultra",5,4,3,3,2,4,3,3,3,3,4,4,4,4,3,2,2
"Michelob Ultra",3,3,2,3,3,3,3,4,3,3,3,3,4,3,2,2,3
"Michelob Ultra",3,3,3,3,2,3,2,3,2,2,2,3,5,4,3,2,2
"Michelob Ultra",4,4,3,3,2,3,3,4,2,3,2,3,3,3,3,1,2
"Michelob Ultra",4,4,3,4,2,2,4,4,3,2,2,3,3,3,4,3,3
"Michelob Ultra",4,4,3,3,1,3,2,4,2,3,3,4,3,4,4,1,3
"Michelob Ultra",4,4,3,3,3,3,4,3,2,3,4,3,3,4,3,1,3
"Michelob Ultra",4,4,3,4,2,3,3,4,3,3,4,3,3,3,2,1,3
"Michelob Ultra",3,5,2,5,2,2,3,4,2,2,4,4,3,4,3,2,2
"Michelob Ultra",3,4,3,3,3,3,3,5,3,2,2,4,3,2,3,3,3
"Michelob Ultra",3,3,2,4,2,4,3,3,1,4,2,3,4,3,3,2,3
"Michelob Ultra",4,4,3,3,2,3,4,4,2,3,2,2,3,4,3,1,2
"Michelob Ultra",4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,4
"Michelob Ultra",4,4,3,3,3,3,3,4,3,3,3,4,4,3,4,1,3
"Michelob Ultra",3,3,3,4,2,2,3,3,2,3,4,2,4,3,3,2,3
"Michelob Ultra",4,3,3,3,2,4,3,3,2,2,3,3,4,3,3,3,2
"Michelob Ultra",3,4,2,4,3,4,3,3,3,2,3,3,4,4,3,2,2
"Michelob Ultra",3,3,2,3,2,3,2,4,2,2,3,3,3,4,4,2,3
"Michelob Ultra",4,3,2,3,2,3,3,2,2,2,3,3,3,4,2,2,4
"Michelob Ultra",5,5,3,3,2,4,4,5,3,3,3,3,4,4,5,2,3
"Michelob Ultra",4,3,3,3,4,3,2,4,2,2,3,3,4,3,4,1,3
"Michelob Ultra",4,3,3,4,2,4,2,4,2,4,3,3,3,4,3,3,3
"Michelob Ultra",3,4,3,4,3,2,3,3,2,3,3,3,3,4,4,1,1
"Michelob Ultra",3,3,2,4,3,4,2,3,3,4,3,3,4,3,3,1,2
"Michelob Ultra",4,3,2,3,3,3,3,3,2,3,3,4,3,3,3,2,3
"Michelob Ultra",4,4,4,3,3,3,3,4,3,3,3,4,4,4,5,1,3
"Michelob Ultra",3,2,3,3,2,3,4,4,2,3,4,3,4,3,4,1,2
"Michelob Ultra",4,3,3,3,2,3,3,3,3,3,3,4,3,3,4,3,2
"Michelob Ultra",4,4,3,3,2,3,3,3,2,2,3,3,3,3,3,3,2
"Michelob Ultra",3,4,4,3,2,4,2,3,2,3,2,3,3,2,2,1,3
"Michelob Ultra",4,4,2,4,2,3,3,3,2,3,3,3,4,3,3,1,2
"Michelob Ultra",4,4,3,4,2,3,3,4,2,4,2,3,3,3,3,2,4
"Michelob Ultra",5,4,3,3,3,3,3,3,2,2,3,3,3,4,4,2,3
"Michelob Ultra",4,5,3,3,2,2,2,4,2,2,3,3,4,3,4,2,3
"Michelob Ultra",4,4,2,4,2,3,3,4,3,3,3,4,3,3,4,2,3
"Michelob Ultra",4,3,2,5,3,3,3,4,1,2,3,4,4,4,3,2,3
"Michelob Ultra",4,4,2,4,3,4,3,4,2,2,3,3,4,4,4,1,3
"Michelob Ultra",4,4,2,4,3,4,4,4,3,3,5,3,3,3,4,2,2
"Michelob Ultra",3,3,3,4,2,4,3,3,3,2,3,4,4,3,3,2,2
"Michelob Ultra",4,4,3,4,3,3,4,4,2,4,4,3,3,4,4,2,3
"Michelob Ultra",3,3,3,3,2,4,2,4,2,3,2,4,4,4,2,2,3
"Michelob Ultra",3,4,4,3,3,3,4,3,2,4,3,4,4,3,5,1,4
"Michelob Ultra",4,3,3,2,2,2,2,3,2,2,3,3,4,4,3,2,3
"Michelob Ultra",4,4,2,3,2,2,3,4,3,3,3,3,3,4,3,2,4
"Michelob Ultra",3,4,3,3,2,2,3,2,2,3,2,3,3,4,3,2,2
"Michelob Ultra",4,4,3,3,2,3,3,3,3,2,3,4,4,3,4,1,3
"Michelob Ultra",4,3,3,3,3,3,3,3,2,2,2,3,4,4,4,1,2
"Michelob Ultra",4,4,2,3,3,3,3,4,4,4,2,3,4,3,3,1,3
"Michelob Ultra",4,4,3,4,2,3,3,4,2,3,3,3,3,4,4,2,2
"Michelob Ultra",3,3,3,3,2,4,4,4,2,3,3,3,3,3,3,2,2
"Michelob Ultra",3,3,1,4,2,3,3,5,1,3,4,4,4,4,3,1,2
"Michelob Ultra",3,3,3,3,3,3,2,3,2,2,3,2,3,3,4,2,3
"Michelob Ultra",3,3,2,2,2,3,3,3,2,3,4,4,2,3,3,1,4
"Michelob Ultra",3,4,3,3,3,3,2,3,2,3,3,3,3,3,2,1,3
"Michelob Ultra",4,3,2,4,2,3,3,3,2,3,3,4,4,4,4,1,2
"Michelob Ultra",4,4,3,3,2,3,3,4,1,3,4,3,2,4,5,2,2
"Michelob Ultra",4,4,2,3,3,3,3,4,1,3,3,3,4,3,4,2,2
"Michelob Ultra",3,4,2,3,2,3,3,4,4,4,3,3,4,3,3,2,2
"Michelob Ultra",4,4,2,4,2,3,3,4,3,4,3,4,3,4,3,2,3
"Michelob Ultra",4,3,2,3,2,3,3,3,2,2,4,3,4,4,3,1,2
"Michelob Ultra",3,4,3,3,2,3,2,4,3,2,3,4,3,4,4,2,2
"Michelob Ultra",4,4,3,4,3,3,3,4,3,3,3,3,2,4,4,2,3
"Michelob Ultra",4,3,2,3,2,3,3,3,2,4,2,4,3,4,4,2,4
"Michelob Ultra",4,5,3,4,3,3,3,4,2,3,4,3,3,4,4,2,4
"Michelob Ultra",3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,3,2
"Michelob Ultra",4,3,3,3,2,3,4,3,3,3,4,4,3,4,4,2,3
"Michelob Ultra",4,3,3,3,3,3,3,3,2,5,3,3,4,3,4,2,3
"Michelob Ultra",4,4,3,3,1,3,2,3,2,3,2,2,5,4,3,2,3
"Michelob Ultra",5,3,3,3,2,4,4,3,3,3,3,3,3,3,2,1,2
"Michelob Ultra",4,3,3,3,1,2,4,3,2,2,3,2,4,4,4,2,3
"Michelob Ultra",4,4,3,3,3,3,3,3,2,3,3,3,4,4,4,1,3
"Michelob Ultra",4,3,2,2,3,3,3,3,3,1,3,4,3,3,3,2,3
"Michelob Ultra",4,4,2,2,2,3,2,4,3,2,3,4,5,5,3,2,2
"Michelob Ultra",4,3,3,4,2,2,3,3,2,3,3,3,3,3,4,2,3
"Michelob Ultra",4,4,2,4,3,3,4,3,2,3,3,3,3,3,3,1,3
"Michelob Ultra",3,4,4,4,2,4,3,3,2,3,3,4,3,2,3,2,3
"Michelob Ultra",4,4,3,4,3,2,3,4,4,2,2,5,3,4,3,2,1
"Michelob Ultra",4,4,2,3,2,4,3,3,3,4,3,4,4,3,4,3,3
"Michelob Ultra",3,4,3,4,2,3,3,4,2,2,3,3,3,4,3,3,2
"Michelob Ultra",4,4,3,4,3,3,4,4,3,4,3,4,4,3,3,3,2
"Michelob Ultra",4,3,2,3,1,3,2,4,2,2,4,3,4,4,3,1,2
"Michelob Ultra",4,4,3,4,2,2,3,3,2,3,3,3,3,3,4,2,4
"Michelob Ultra",3,4,2,4,3,3,3,3,3,3,3,3,4,3,2,2,2
"Michelob Ultra",4,3,3,3,3,3,3,4,2,3,3,4,2,4,4,2,3
"Michelob Ultra",4,3,2,4,3,3,3,4,2,2,4,3,3,4,3,2,2
"Michelob Ultra",4,4,2,3,2,3,3,3,2,3,3,3,4,3,4,3,2
"Michelob Ultra",5,3,3,4,2,3,3,4,3,4,4,3,3,3,3,2,3
"Michelob Ultra",4,3,3,3,3,2,3,5,2,3,3,3,3,3,3,2,2
"Michelob Ultra",4,3,2,3,2,4,3,4,3,2,2,3,4,3,3,2,3
"Michelob Ultra",4,4,3,3,2,3,2,4,2,3,3,3,3,3,3,2,3
"Michelob Ultra",3,2,3,4,2,4,3,3,3,2,3,3,4,3,3,1,2
"Michelob Ultra",4,4,2,3,3,3,3,4,2,3,3,4,4,4,4,3,2
"Michelob Ultra",4,3,2,3,2,4,3,2,2,3,3,4,3,3,4,2,3
"Michelob Ultra",4,4,2,2,2,3,3,3,4,3,3,3,3,3,3,2,3
"Michelob Ultra",4,4,3,4,3,3,2,4,2,3,3,4,4,3,3,2,3
"Michelob Ultra",3,3,3,3,2,3,3,4,3,2,3,4,3,3,4,1,2
"Michelob Ultra",4,4,3,3,2,4,2,3,1,2,3,3,3,4,5,3,2
"Michelob Ultra",4,4,3,4,3,3,2,3,2,3,3,3,4,3,3,2,3
"Michelob Ultra",3,3,2,4,2,1,3,4,4,3,3,3,3,3,4,2,3
"Michelob Ultra",3,4,3,3,2,2,3,4,3,4,3,4,4,3,4,4,3
"Michelob Ultra",3,4,4,3,3,3,3,3,2,3,3,4,4,4,2,3,2
"Michelob Ultra",4,4,2,3,2,3,2,4,3,3,4,3,3,4,3,2,3
"Michelob Ultra",4,4,2,3,2,4,3,4,2,3,4,4,4,3,4,2,3
"Michelob Ultra",4,4,3,3,2,2,3,4,2,4,3,4,4,4,4,2,3
"Michelob Ultra",4,4,3,4,3,3,2,3,2,2,3,4,3,3,3,1,2
"Michelob Ultra",4,3,2,5,2,3,4,3,2,2,4,4,3,3,4,3,2
"Michelob Ultra",3,3,2,2,3,3,3,4,2,3,3,3,4,3,4,2,2
"Michelob Ultra",4,3,3,2,2,2,3,4,2,3,2,3,3,3,4,1,3
"Michelob Ultra",3,3,3,3,2,2,4,2,2,3,3,3,4,3,3,2,4
"Michelob Ultra",3,4,3,3,1,3,3,4,3,3,3,4,4,3,3,1,3
"Michelob Ultra",3,4,3,4,2,3,4,4,2,2,4,4,4,4,3,2,3
"Michelob Ultra",4,3,2,4,3,3,3,4,2,2,3,3,3,4,3,2,3
"Michelob Ultra",4,3,3,4,2,3,3,4,3,3,3,4,3,3,4,2,3
"Michelob Ultra",3,4,2,2,3,3,3,4,2,2,3,4,3,4,4,1,2
"Michelob Ultra",4,4,3,4,2,3,3,3,3,2,3,4,4,4,4,2,2
"Michelob Ultra",4,4,2,1,2,3,3,3,3,3,3,3,3,3,5,2,2
"Michelob Ultra",4,3,2,3,2,3,4,4,3,4,4,3,3,3,3,1,2
"Michelob Ultra",4,3,3,4,2,3,2,3,3,3,3,4,4,4,3,1,3
"Michelob Ultra",4,3,2,3,2,3,3,2,3,4,3,3,3,3,4,2,3
"Michelob Ultra",4,4,2,3,1,3,2,4,3,2,3,3,4,4,4,1,4
"Michelob Ultra",4,3,2,3,2,4,3,4,1,3,4,3,3,4,3,1,2
"Michelob Ultra",3,4,2,3,1,2,3,4,2,2,3,3,3,3,4,2,2
"Michelob Ultra",4,3,3,3,3,3,3,4,3,2,3,4,3,3,3,2,2
"Michelob Ultra",4,3,3,2,3,5,3,4,2,2,3,3,3,4,4,2,2
"Michelob Ultra",2,4,3,4,3,3,3,4,2,3,4,4,3,3,4,1,2
"Michelob Ultra",4,5,3,4,2,3,3,3,3,3,4,4,4,4,3,1,3
"Michelob Ultra",3,3,2,3,2,4,3,3,3,3,4,4,4,4,4,2,2
"Michelob Ultra",4,3,3,4,2,3,3,4,3,3,3,4,4,4,3,1,3
"Michelob Ultra",4,3,3,4,1,4,2,4,2,2,4,3,3,3,3,1,3
"Michelob Ultra",3,3,3,3,1,3,4,4,2,2,3,4,4,4,3,2,2
"Michelob Ultra",4,4,4,3,1,3,2,4,3,2,3,3,4,4,4,2,3
"Michelob Ultra",3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,2,3
"Michelob Ultra",4,4,3,4,2,3,4,3,2,3,3,3,3,4,2,2,2
"Michelob Ultra",4,3,3,4,2,4,3,3,3,4,3,4,4,3,5,2,3
"Michelob Ultra",4,4,3,3,2,4,4,4,3,2,3,3,3,4,4,2,3
"Michelob Ultra",3,4,3,2,2,3,3,3,3,3,3,3,3,4,3,3,1
"Michelob Ultra",4,4,2,4,2,3,3,4,2,3,2,3,3,3,4,2,3
"Michelob Ultra",4,3,2,3,3,3,3,4,3,2,2,4,3,4,4,2,3
"Michelob Ultra",3,3,3,5,3,3,3,4,2,2,3,4,4,3,4,2,2
"Michelob Ultra",3,3,3,3,3,4,2,3,2,2,2,4,4,3,4,1,3
"Michelob Ultra",4,3,3,4,2,3,2,3,3,2,3,3,4,3,3,2,2
"Michelob Ultra",3,3,3,3,2,4,3,3,2,3,2,4,4,3,4,2,3
"Michelob Ultra",4,3,2,2,2,3,3,4,3,3,3,3,3,4,3,1,3
"Michelob Ultra",4,3,3,3,2,3,3,3,2,3,3,3,2,4,3,2,3
"Michelob Ultra",4,3,4,3,2,2,3,4,3,3,3,3,4,3,3,2,3
"Michelob Ultra",3,4,2,4,2,3,3,4,3,4,3,4,3,3,3,2,2
"Michelob Ultra",3,4,2,4,2,3,3,3,2,3,4,4,4,4,4,2,4
"Michelob Ultra",4,3,3,4,2,2,4,5,1,2,3,4,3,4,4,2,3
"Michelob Ultra",4,4,3,3,2,4,2,3,2,2,3,4,3,3,3,2,2
"Michelob Ultra",4,3,3,3,2,3,2,3,3,2,3,3,3,4,4,2,3
"Michelob Ultra",4,3,3,3,2,3,2,4,2,3,2,3,4,4,3,2,3
"Michelob Ultra",4,4,2,3,3,3,4,3,3,1,3,4,2,3,5,1,3
"Michelob Ultra",4,5,3,4,2,3,3,3,3,3,3,3,3,4,3,2,3
"Michelob Ultra",3,3,3,3,2,4,3,3,2,3,2,3,3,5,4,2,3
"Michelob Ultra",4,3,2,3,2,3,2,3,2,2,2,4,3,4,4,2,3
"Michelob Ultra",4,4,2,3,3,3,3,4,2,3,3,5,4,3,3,2,2
"Michelob Ultra",4,4,3,3,2,3,2,3,3,3,4,3,4,3,3,1,3
"Michelob Ultra",3,4,2,2,3,3,3,3,2,2,3,3,4,3,4,2,2
"Michelob Ultra",4,4,3,4,2,3,3,4,3,2,3,3,3,4,4,1,2
"Michelob Ultra",4,3,3,3,2,3,3,4,2,3,4,3,3,3,4,1,3
"Michelob Ultra",4,4,2,2,2,3,2,4,2,2,3,3,4,4,3,2,3
"Michelob Ultra",4,3,3,4,2,3,3,3,2,2,3,4,4,4,4,2,2
"Michelob Ultra",4,4,2,2,2,3,3,3,2,4,3,4,4,4,4,2,2
"Michelob Ultra",4,4,3,3,2,3,3,4,2,2,4,3,4,3,4,2,2
"Michelob Ultra",4,3,3,3,2,3,3,4,2,3,2,4,4,3,4,2,2
"Michelob Ultra",3,3,4,3,3,3,2,3,2,4,3,2,3,3,4,1,2
"Michelob Ultra",3,3,3,4,2,3,3,4,2,3,4,3,2,3,3,1,3
"Michelob Ultra",4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3
"Michelob Ultra",3,4,3,3,2,3,3,3,3,3,3,3,4,3,3,1,2
"Michelob Ultra",3,4,3,3,2,3,3,3,3,3,3,2,3,3,4,1,3
"Michelob Ultra",4,4,4,3,2,3,3,4,2,3,4,3,4,4,3,1,2
"Michelob Ultra",4,2,2,3,3,3,2,3,3,3,3,3,4,3,3,2,2
"Michelob Ultra",4,3,3,3,2,3,3,4,2,3,3,3,4,3,3,2,2
"Michelob Ultra",4,3,3,3,2,3,2,3,3,3,3,3,2,4,4,2,3
"Michelob Ultra",3,5,2,4,2,2,3,4,2,2,4,4,3,3,3,2,3
"Michelob Ultra",4,3,2,4,2,4,3,4,2,3,2,4,3,3,4,2,3
"Michelob Ultra",3,4,3,3,2,3,3,4,2,2,4,3,4,3,3,2,3
"Michelob Ultra",4,4,3,4,2,4,3,4,3,3,2,3,4,4,5,2,3
"Michelob Ultra",3,3,3,4,3,4,3,3,2,5,4,4,4,4,3,1,3
"Michelob Ultra",3,4,3,3,2,2,3,4,3,3,4,3,3,4,4,1,2
"Michelob Ultra",4,3,3,3,3,3,3,3,2,3,4,4,4,3,3,1,3
"Michelob Ultra",4,4,2,4,2,2,3,2,3,3,4,4,3,2,4,1,3
"Michelob Ultra",4,4,2,3,2,3,3,4,3,3,3,4,4,4,3,1,3
"Michelob Ultra",3,4,2,2,2,4,4,5,2,4,3,3,3,4,3,1,3
"Michelob Ultra",4,4,3,4,3,3,3,2,2,3,4,4,3,4,4,2,2
"Michelob Ultra",3,4,3,3,2,4,3,4,3,2,3,4,3,3,3,2,3
"Michelob Ultra",4,3,3,3,2,2,3,4,3,4,3,3,2,4,5,3,3
"Michelob Ultra",3,3,2,3,2,3,4,3,2,3,2,3,4,4,3,1,2
